"","Code","Chapter","Symptom","adl","attachment","attention","avoidance","behavior","cogdev","communication","prereq","concentration","delusion","detachment","duration","feeling","hallucination","iho","impulse","motor","onset","orientation","rigidity","risk","self.concept","self.harm","sensory","sleep","sexual","somatic","substance","thought"
"40","F81.2_1",1,"Difficulties mastering number sense, number facts, or calculation (e.g., has poor understanding of numbers, their magnitude, and relationships; counts on fingers to add single-digit numbers instead of recalling the math fact as peers do; gets lost in the midst of arithmetic computation and may switch procedures)..Difficulties with mathematical reasoning (e.g., has severe difficulty applying mathematical concepts, facts, or procedures to solve quantitative problems)..Inaccurate or slow and effortful word reading (e.g., reads single words aloud incorrectly or slowly and hesitantly, frequently guesses words, has difficulty sounding out words)..Difficulty understanding the meaning of what is read (e.g., may read text accurately but not understand the sequence, relationships, inferences, or deeper meanings of what is read)..Difficulties with spelling (e.g., may add, omit, or substitute vowels or consonants)..Difficulties with written expression (e.g., makes multiple grammatical or punctuation errors within sentences; employs poor paragraph organization; written expression of ideas lacks clarity)..Difficulties learning and using academic skills, as indicated by the presence of at least one of the following symptoms that have persisted for at least 6 months, despite the provision of interventions that target those difficulties:.The affected academic skills are substantially and quantifiably below those expected for the individuals chronological age, and cause significant interference with academic or occupational performance, or with activities of daily living, as confirmed by individually administered standardized achievement measures and comprehensive clinical assessment. For individuals age 17 years and older, a documented history of impairing learning difficulties may be substituted for the standardized assessment..The learning difficulties begin during school-age years but may not become fully manifest until the demands for those affected academic skills exceed the individuals limited capacities (e.g., as in timed tests, reading or writing lengthy complex reports for a tight deadline, excessively heavy academic loads).",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","F81.81_1",1,"Difficulties mastering number sense, number facts, or calculation (e.g., has poor understanding of numbers, their magnitude, and relationships; counts on fingers to add single-digit numbers instead of recalling the math fact as peers do; gets lost in the midst of arithmetic computation and may switch procedures)..Difficulties with mathematical reasoning (e.g., has severe difficulty applying mathematical concepts, facts, or procedures to solve quantitative problems)..Inaccurate or slow and effortful word reading (e.g., reads single words aloud incorrectly or slowly and hesitantly, frequently guesses words, has difficulty sounding out words)..Difficulty understanding the meaning of what is read (e.g., may read text accurately but not understand the sequence, relationships, inferences, or deeper meanings of what is read)..Difficulties with spelling (e.g., may add, omit, or substitute vowels or consonants)..Difficulties with written expression (e.g., makes multiple grammatical or punctuation errors within sentences; employs poor paragraph organization; written expression of ideas lacks clarity)..Difficulties learning and using academic skills, as indicated by the presence of at least one of the following symptoms that have persisted for at least 6 months, despite the provision of interventions that target those difficulties:.The affected academic skills are substantially and quantifiably below those expected for the individuals chronological age, and cause significant interference with academic or occupational performance, or with activities of daily living, as confirmed by individually administered standardized achievement measures and comprehensive clinical assessment. For individuals age 17 years and older, a documented history of impairing learning difficulties may be substituted for the standardized assessment..The learning difficulties begin during school-age years but may not become fully manifest until the demands for those affected academic skills exceed the individuals limited capacities (e.g., as in timed tests, reading or writing lengthy complex reports for a tight deadline, excessively heavy academic loads).",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","F90.0_1",1,"There is clear evidence that the symptoms interfere with, or reduce the quality of, social, academic, or occupational functioning..Is often forgetful in daily activities (e.g., doing chores, running errands; for older adolescents and adults, returning calls, paying bills, keeping appointments)..Often has difficulty organizing tasks and activities (e.g., difficulty managing sequential tasks; difficulty keeping materials and belongings in order; messy, disorganized work; has poor time management; fails to meet deadlines)..Often loses things necessary for tasks or activities (e.g., school materials, pencils, books, tools, wallets, keys, paperwork, eyeglasses, mobile telephones)..Often does not follow through on instructions and fails to finish schoolwork, chores, or duties in the workplace (e.g., starts tasks but quickly loses focus and is easily sidetracked)..Often fails to give close attention to details or makes careless mistakes in schoolwork, at work, or during other activities (e.g., overlooks or misses details, work is inaccurate)..Is often easily distracted by extraneous stimuli (for older adolescents and adults, may include unrelated thoughts)..Often leaves seat in situations when remaining seated is expected (e.g., leaves his or her place in the classroom, in the office or other workplace, or in other situations that require remaining in place)..Often does not seem to listen when spoken to directly (e.g., mind seems elsewhere, even in the absence of any obvious distraction)..Often has difficulty sustaining attention in tasks or play activities (e.g., has difficulty remaining focused during lectures, conversations, or lengthy reading)..Several inattentive or hyperactive-impulsive symptoms are present in two or more settings (e.g., at home, school, or work; with friends or relatives; in other activities)..A persistent pattern of inattention and/or hyperactivity-impulsivity that interferes with functioning or development, as characterized by (1) and/or (2):.Often avoids, dislikes, or is reluctant to engage in tasks that require sustained mental effort (e.g., schoolwork or homework; for older adolescents and adults, preparing reports, completing forms, reviewing lengthy papers)..Often talks excessively..Inattention: Six (or more) of the following symptoms have persisted for at least 6months to a degree that is inconsistent with developmental level and that negatively impacts directly on social and academic/occupational activities:.Often unable to play or engage in leisure activities quietly..Often blurts out an answer before a question has been completed (e.g., completes peoples sentences; cannot wait for turn in conversation)..Hyperactivity and impulsivity: Six (or more) of the following symptoms have persisted for at least 6 months to a degree that is inconsistent with developmental level and that negatively impacts directly on social and academic/occupational activities:.Often has difficulty waiting his or her turn (e.g., while waiting in line)..Is often on the go, acting as if driven by a motor (e.g., is unable to be or uncomfortable being still for extended time, as in restaurants, meetings; may be experienced by others as being restless or difficult to keep up with)..Often interrupts or intrudes on others (e.g., butts into conversations, games, or activities; may start using other peoples things without asking or receiving permission; for adolescents and adults, may intrude into or take over what others are doing)..Often fidgets with or taps hands or feet or squirms in seat..Often runs about or climbs in situations where it is inappropriate. (Note: In adolescents or adults, may be limited to feeling restless.).Several inattentive or hyperactive-impulsive symptoms were present prior to age 12 years..Note: The symptoms are not solely a manifestation of oppositional behavior, defiance, hostility, or failure to understand tasks or instructions. For older adolescents and adults (age 17 and older), at least five symptoms are required.",1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"43","F90.1_1",1,"There is clear evidence that the symptoms interfere with, or reduce the quality of, social, academic, or occupational functioning..Is often forgetful in daily activities (e.g., doing chores, running errands; for older adolescents and adults, returning calls, paying bills, keeping appointments)..Often has difficulty organizing tasks and activities (e.g., difficulty managing sequential tasks; difficulty keeping materials and belongings in order; messy, disorganized work; has poor time management; fails to meet deadlines)..Often loses things necessary for tasks or activities (e.g., school materials, pencils, books, tools, wallets, keys, paperwork, eyeglasses, mobile telephones)..Often does not follow through on instructions and fails to finish schoolwork, chores, or duties in the workplace (e.g., starts tasks but quickly loses focus and is easily sidetracked)..Often fails to give close attention to details or makes careless mistakes in schoolwork, at work, or during other activities (e.g., overlooks or misses details, work is inaccurate)..Is often easily distracted by extraneous stimuli (for older adolescents and adults, may include unrelated thoughts)..Often leaves seat in situations when remaining seated is expected (e.g., leaves his or her place in the classroom, in the office or other workplace, or in other situations that require remaining in place)..Often does not seem to listen when spoken to directly (e.g., mind seems elsewhere, even in the absence of any obvious distraction)..Often has difficulty sustaining attention in tasks or play activities (e.g., has difficulty remaining focused during lectures, conversations, or lengthy reading)..Several inattentive or hyperactive-impulsive symptoms are present in two or more settings (e.g., at home, school, or work; with friends or relatives; in other activities)..A persistent pattern of inattention and/or hyperactivity-impulsivity that interferes with functioning or development, as characterized by (1) and/or (2):.Often avoids, dislikes, or is reluctant to engage in tasks that require sustained mental effort (e.g., schoolwork or homework; for older adolescents and adults, preparing reports, completing forms, reviewing lengthy papers)..Often talks excessively..Inattention: Six (or more) of the following symptoms have persisted for at least 6months to a degree that is inconsistent with developmental level and that negatively impacts directly on social and academic/occupational activities:.Often unable to play or engage in leisure activities quietly..Often blurts out an answer before a question has been completed (e.g., completes peoples sentences; cannot wait for turn in conversation)..Hyperactivity and impulsivity: Six (or more) of the following symptoms have persisted for at least 6 months to a degree that is inconsistent with developmental level and that negatively impacts directly on social and academic/occupational activities:.Often has difficulty waiting his or her turn (e.g., while waiting in line)..Is often on the go, acting as if driven by a motor (e.g., is unable to be or uncomfortable being still for extended time, as in restaurants, meetings; may be experienced by others as being restless or difficult to keep up with)..Often interrupts or intrudes on others (e.g., butts into conversations, games, or activities; may start using other peoples things without asking or receiving permission; for adolescents and adults, may intrude into or take over what others are doing)..Often fidgets with or taps hands or feet or squirms in seat..Often runs about or climbs in situations where it is inappropriate. (Note: In adolescents or adults, may be limited to feeling restless.).Several inattentive or hyperactive-impulsive symptoms were present prior to age 12 years..Note: The symptoms are not solely a manifestation of oppositional behavior, defiance, hostility, or failure to understand tasks or instructions. For older adolescents and adults (age 17 and older), at least five symptoms are required.",1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"44","F95.0_1",1,"The tics may wax and wane in frequency but have persisted for more than 1 year since first tic onset..Both multiple motor and one or more vocal tics have been present at some time during the illness, although not necessarily concurrently..Onset is before age 18 years.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"45","F95.1_1",1,"The tics may wax and wane in frequency but have persisted for more than 1 year since first tic onset..Both multiple motor and one or more vocal tics have been present at some time during the illness, although not necessarily concurrently..Onset is before age 18 years.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"46","G47.20_12",12,"A persistent or recurrent pattern of sleep disruption that is primarily due to an alteration of the circadian system or to a misalignment between the endogenous circadian rhythm and the sleepwake schedule required by an individuals physical environment or social or professional schedule..The sleep disruption leads to excessive sleepiness or insomnia, or both.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"47","G47.22_12",12,"A persistent or recurrent pattern of sleep disruption that is primarily due to an alteration of the circadian system or to a misalignment between the endogenous circadian rhythm and the sleepwake schedule required by an individuals physical environment or social or professional schedule..The sleep disruption leads to excessive sleepiness or insomnia, or both.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"48","G47.23_12",12,"A persistent or recurrent pattern of sleep disruption that is primarily due to an alteration of the circadian system or to a misalignment between the endogenous circadian rhythm and the sleepwake schedule required by an individuals physical environment or social or professional schedule..The sleep disruption leads to excessive sleepiness or insomnia, or both.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"49","G47.24_12",12,"A persistent or recurrent pattern of sleep disruption that is primarily due to an alteration of the circadian system or to a misalignment between the endogenous circadian rhythm and the sleepwake schedule required by an individuals physical environment or social or professional schedule..The sleep disruption leads to excessive sleepiness or insomnia, or both.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"50","G47.26_12",12,"A persistent or recurrent pattern of sleep disruption that is primarily due to an alteration of the circadian system or to a misalignment between the endogenous circadian rhythm and the sleepwake schedule required by an individuals physical environment or social or professional schedule..The sleep disruption leads to excessive sleepiness or insomnia, or both.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"51","G47.35_1",1,"Polysomnograpy demonstrates episodes of decreased respiration associated with elevated CO2 levels. (Note: In the absence of objective measurement of CO2, persistent low levels of hemoglobin oxygen saturation unassociated with apneic/hypopneic events may indicate hypoventilation.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"52","G47.35_2",2,"Polysomnograpy demonstrates episodes of decreased respiration associated with elevated CO2 levels. (Note: In the absence of objective measurement of CO2, persistent low levels of hemoglobin oxygen saturation unassociated with apneic/hypopneic events may indicate hypoventilation.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"53","G47.36_1",1,"Polysomnograpy demonstrates episodes of decreased respiration associated with elevated CO2 levels. (Note: In the absence of objective measurement of CO2, persistent low levels of hemoglobin oxygen saturation unassociated with apneic/hypopneic events may indicate hypoventilation.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"54","G47.36_2",2,"Polysomnograpy demonstrates episodes of decreased respiration associated with elevated CO2 levels. (Note: In the absence of objective measurement of CO2, persistent low levels of hemoglobin oxygen saturation unassociated with apneic/hypopneic events may indicate hypoventilation.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"55","G47.37_1",1,"Evidence by polysomnography of five or more central apneas per hour of sleep.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","G47.37_2",2,"Evidence by polysomnography of five or more central apneas per hour of sleep.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","G47.411_12",12,"Recurrent periods of an irrepressible need to sleep, lapsing into sleep, or napping occurring within the same day. These must have been occurring at least three times per week over the past 3 months..Nocturnal sleep polysomnography showing rapid eye movement (REM) sleep latency less than or equal to 15 minutes, or a multiple sleep latency test showing a mean sleep latency less than or equal to 8 minutes and two or more sleep-onset REM periods..Hypocretin deficiency, as measured using cerebrospinal fluid (CSF) hypocretin-1 immunoreactivity values (less than or equal to one-third of values obtained in healthy subjects tested using the same assay, or less than or equal to 110 pg/mL). Low CSF levels of hypocretin-1 must not be observed in the context of acute brain injury, inflammation, or infection..Episodes of cataplexy, defined as either (a) or (b), occurring at least a few times per month:.In individuals with long-standing disease, brief (seconds to minutes) episodes of sudden bilateral loss of muscle tone with maintained consciousness that are precipitated by laughter or joking..In children or in individuals within 6 months of onset, spontaneous grimaces or jaw-opening episodes with tongue thrusting or a global hypotonia, without any obvious emotional triggers.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"58","G47.419_12",12,"Recurrent periods of an irrepressible need to sleep, lapsing into sleep, or napping occurring within the same day. These must have been occurring at least three times per week over the past 3 months..Recurrent periods of an irrepressible need to sleep, lapsing into sleep, or napping occurring within the same day. These must have been occurring at least three times per week over the past 3 months..Nocturnal sleep polysomnography showing rapid eye movement (REM) sleep latency less than or equal to 15 minutes, or a multiple sleep latency test showing a mean sleep latency less than or equal to 8 minutes and two or more sleep-onset REM periods..Nocturnal sleep polysomnography showing rapid eye movement (REM) sleep latency less than or equal to 15 minutes, or a multiple sleep latency test showing a mean sleep latency less than or equal to 8 minutes and two or more sleep-onset REM periods..Hypocretin deficiency, as measured using cerebrospinal fluid (CSF) hypocretin-1 immunoreactivity values (less than or equal to one-third of values obtained in healthy subjects tested using the same assay, or less than or equal to 110 pg/mL). Low CSF levels of hypocretin-1 must not be observed in the context of acute brain injury, inflammation, or infection..Hypocretin deficiency, as measured using cerebrospinal fluid (CSF) hypocretin-1 immunoreactivity values (less than or equal to one-third of values obtained in healthy subjects tested using the same assay, or less than or equal to 110 pg/mL). Low CSF levels of hypocretin-1 must not be observed in the context of acute brain injury, inflammation, or infection..Episodes of cataplexy, defined as either (a) or (b), occurring at least a few times per month:.Episodes of cataplexy, defined as either (a) or (b), occurring at least a few times per month:.In individuals with long-standing disease, brief (seconds to minutes) episodes of sudden bilateral loss of muscle tone with maintained consciousness that are precipitated by laughter or joking..In individuals with long-standing disease, brief (seconds to minutes) episodes of sudden bilateral loss of muscle tone with maintained consciousness that are precipitated by laughter or joking..In children or in individuals within 6 months of onset, spontaneous grimaces or jaw-opening episodes with tongue thrusting or a global hypotonia, without any obvious emotional triggers..In children or in individuals within 6 months of onset, spontaneous grimaces or jaw-opening episodes with tongue thrusting or a global hypotonia, without any obvious emotional triggers.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"59","G47.429_12",12,"Recurrent periods of an irrepressible need to sleep, lapsing into sleep, or napping occurring within the same day. These must have been occurring at least three times per week over the past 3 months..Nocturnal sleep polysomnography showing rapid eye movement (REM) sleep latency less than or equal to 15 minutes, or a multiple sleep latency test showing a mean sleep latency less than or equal to 8 minutes and two or more sleep-onset REM periods..Hypocretin deficiency, as measured using cerebrospinal fluid (CSF) hypocretin-1 immunoreactivity values (less than or equal to one-third of values obtained in healthy subjects tested using the same assay, or less than or equal to 110 pg/mL). Low CSF levels of hypocretin-1 must not be observed in the context of acute brain injury, inflammation, or infection..Episodes of cataplexy, defined as either (a) or (b), occurring at least a few times per month:.In individuals with long-standing disease, brief (seconds to minutes) episodes of sudden bilateral loss of muscle tone with maintained consciousness that are precipitated by laughter or joking..In children or in individuals within 6 months of onset, spontaneous grimaces or jaw-opening episodes with tongue thrusting or a global hypotonia, without any obvious emotional triggers.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"60","R06.3_1",1,"Evidence by polysomnography of five or more central apneas per hour of sleep.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","R06.3_2",2,"Evidence by polysomnography of five or more central apneas per hour of sleep.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","F05_17",17,"A disturbance in attention (i.e., reduced ability to direct, focus, sustain, and shift attention) and awareness (reduced orientation to the environment)..An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception)..The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day..There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiologicalconsequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.",0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"63","F06.1_2",2,"Mutism (i.e., no, or very little, verbal response [exclude if known aphasia])..Echolalia (i.e., mimicking anothers speech)..Mutism (i.e., no, or very little, verbal response [Note: not applicable if there is an established aphasia])..Echolalia (i.e., mimicking anothers speech)..Echopraxia (i.e., mimicking anothers movements)..Mannerism (i.e., odd, circumstantial caricature of normal actions)..Grimacing..Grimacing..Echopraxia (i.e., mimicking anothers movements)..Mannerism (i.e., odd, circumstantial caricature of normal actions)..Catalepsy (i.e., passive induction of a posture held against gravity)..Posturing (i.e., spontaneous and active maintenance of a posture against gravity)..Waxy flexibility (i.e., slight, even resistance to positioning by examiner)..Stupor (i.e., no psychomotor activity; not actively relating to environment)..Catalepsy (i.e., passive induction of a posture held against gravity)..Posturing (i.e., spontaneous and active maintenance of a posture against gravity)..Waxy flexibility (i.e., slight, even resistance to positioning by examiner)..Stereotypy (i.e., repetitive, abnormally frequent, non-goal-directed movements)..Stereotypy (i.e., repetitive, abnormally frequent, non-goal-directed movements)..Negativism (i.e., opposition or no response to instructions or external stimuli)..Agitation, not influenced by external stimuli..Negativism (i.e., opposition or no response to instructions or external stimuli)..Agitation, not influenced by external stimuli..Stupor (i.e., no psychomotor activity; not actively relating to environment)..The disturbance does not occur exclusively during the course of a delirium..There is evidence from the history, physical examination, or laboratory findings that the disturbance is the direct pathophysiological consequence of another medical condition.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"64","F06.4_5",5,"Panic attacks or anxiety is predominant in the clinical picture..The disturbance does not occur exclusively during the course of a delirium..There is evidence from the history, physical examination, or laboratory findings that the disturbance is the direct pathophysiological consequence of another medical condition.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","F06.8_6",6,"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning..Obsessions, compulsions, preoccupations with appearance, hoarding, skin picking, hair pulling, other body-focused repetitive behaviors, or other symptoms characteristic of obsessive-compulsive and related disorder predominate in the clinical picture..The disturbance does not occur exclusively during the course of a delirium..There is evidence from the history, physical examination, or laboratory findings that the disturbance is the direct pathophysiological consequence of another medical condition.",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"66","F07.0_18",18,"Note: In children, the disturbance involves a marked deviation from normal development or a significant change in the childs usual behavior patterns, lasting at least 1 year..The disturbance does not occur exclusively during the course of a delirium..There is evidence from the history, physical examination, or laboratory findings that the disturbance is the direct pathophysiological consequence of another medical condition.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","F11.10_16",16,"A great deal of time is spent in activities necessary to obtain the opioid, use the opioid, or recover from its effects..Important social, occupational, or recreational activities are given up or reduced because of opioid use..Recurrent opioid use resulting in a failure to fulfill major role obligations at work, school, or home..Continued opioid use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of opioids..Opioids (or a closely related substance) are taken to relieve or avoid withdrawal symptoms..Craving, or a strong desire or urge to use opioids..Recurrent opioid use in situations in which it is physically hazardous..Continued opioid use despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance..A markedly diminished effect with continued use of the same amount of an opioid..Opioids are often taken in larger amounts or over a longer period than was intended..There is a persistent desire or unsuccessful efforts to cut down or control opioid use..A need for markedly increased amounts of opioids to achieve intoxication or desired effect..Withdrawal, as manifested by either of the following:.Tolerance, as defined by either of the following:.The characteristic opioid withdrawal syndrome (refer to Criteria A and B of the criteria set for opioid withdrawal, pp. 547548).",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"68","F11.23_16",16,"Dysphoric mood..Yawning..Insomnia..Lacrimation or rhinorrhea..Diarrhea..Fever..Muscle aches..Nausea or vomiting..Pupillary dilation, piloerection, or sweating..Administration of an opioid antagonist after a period of opioid use..Cessation of (or reduction in) opioid use that has been heavy and prolonged (i.e., several weeks or longer).",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"69","F12.10_16",16,"A great deal of time is spent in activities necessary to obtain cannabis, use cannabis, or recover from its effects..Cannabis (or a closely related substance) is taken to relieve or avoid withdrawal symptoms..Craving, or a strong desire or urge to use cannabis..Recurrent cannabis use in situations in which it is physically hazardous..Cannabis use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by cannabis..Continued cannabis use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of cannabis..There is a persistent desire or unsuccessful efforts to cut down or control cannabis use..Markedly diminished effect with continued use of the same amount of cannabis..Cannabis is often taken in larger amounts or over a longer period than was intended..A need for markedly increased amounts of cannabis to achieve intoxication or desired effect..The characteristic withdrawal syndrome for cannabis (refer to Criteria A and B of the criteria set for cannabis withdrawal, pp. 517518)..Withdrawal, as manifested by either of the following:.Tolerance, as defined by either of the following:.Important social, occupational, or recreational activities are given up or reduced because of cannabis use..Recurrent cannabis use resulting in a failure to fulfill major role obligations at work, school, or home.",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"70","F12.288_16",16,"Restlessness..Nervousness or anxiety..Depressed mood..Irritability, anger, or aggression..Sleep difficulty (e.g., insomnia, disturbing dreams)..At least one of the following physical symptoms causing significant discomfort: abdominal pain, shakiness/tremors, sweating, fever, chills, or headache..Decreased appetite or weight loss..Cessation of cannabis use that has been heavy and prolonged (i.e., usually daily or almost daily use over a period of at least a few months).",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"71","F15.929_16",16,"Nervousness..Restlessness..Excitement..Periods of inexhaustibility..Psychomotor agitation..Insomnia..Tachycardia or cardiac arrhythmia..Gastrointestinal disturbance..Flushed face..episode.Muscle twitching..Recent consumption of caffeine (typically a high dose well in excess of 250 mg)..Rambling flow of thought and speech.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
"72","F15.93_16",16,"Difficulty concentrating..Dysphoric mood, depressed mood, or irritability..Marked fatigue or drowsiness..Headache..Flu-like symptoms (nausea, vomiting, or muscle pain/stiffness)..Abrupt cessation of or reduction in caffeine use, followed within 24 hours by three (or more) of the following signs or symptoms:.Prolonged daily use of caffeine.",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"73","F16.983_1",1,"Following cessation of use of a hallucinogen, the reexperiencing of one or more of the perceptual symptoms that were experienced while intoxicated with the hallucinogen (e.g., geometric hallucinations, false perceptions of movement in the peripheral visual fields, flashes of color, intensified colors, trails of images of moving objects, positive afterimages, halos around objects, macropsia and micropsia).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"74","F16.983_6",6,"Following cessation of use of a hallucinogen, the reexperiencing of one or more of the perceptual symptoms that were experienced while intoxicated with the hallucinogen (e.g., geometric hallucinations, false perceptions of movement in the peripheral visual fields, flashes of color, intensified colors, trails of images of moving objects, positive afterimages, halos around objects, macropsia and micropsia).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"75","F17.203_16",16,"Difficulty concentrating..Anxiety..Restlessness..Depressed mood..Irritability, frustration, or anger..Insomnia..Increased appetite..Abrupt cessation of tobacco use, or reduction in the amount of tobacco used, followed within 24 hours by four (or more) of the following signs or symptoms:.Daily use of tobacco for at least several weeks.",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"76","F19.239_16",16,"The development of a substance-specific syndrome shortly after the cessation of (or reduction in) substance use..Cessation of (or reduction in) use of a substance that has been heavy and prolonged.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"77","F20.81_2",2,"Disorganized speech (e.g., frequent derailment or incoherence)..Delusions..Negative symptoms (i.e., diminished emotional expression or avolition)..Hallucinations..Grossly disorganized or catatonic behavior..Schizoaffective disorder and depressive or bipolar disorder with psychotic features have been ruled out because either 1) no major depressive or manic episodes have occurred concurrently with the active-phase symptoms, or 2) if mood episodes have occurred during active-phase symptoms, they have been present for a minority of the total duration of the active and residual periods of the illness..Two (or more) of the following, each present for a significant portion of time during a 1-month period (or less if successfully treated). At least one of these must be (1), (2), or (3):.An episode of the disorder lasts at least 1 month but less than 6 months. When the diagnosis must be made without waiting for recovery, it should be qualified as provisional.",0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
